UniProt,Gene Name,Confidence,Expected Sensitivity,Expected Specificity
Q9NYH9,UTP6,0.422413454,0.971426393,0.949187401
Q66LE6,PPP2R2D,0.668754449,0.633336774,0.984572119
P14314,PRKCSH,0.194433673,0.13737532,0.319961055
Q9H3U1,UNC45A,0.608224219,0.333814451,0.036836387
Q9NPF5,DMAP1,0.371600101,0.150060683,0.151128898
Q9BUV8,C20orf24,0.468152728,0.843408682,0.433143122
Q16659,MAPK6,0.712678621,0.199803703,0.288820607
Q9H4D5,NXF3,0.939570842,0.742545748,0.423371812
Q13217,DNAJC3,0.337131282,0.433164592,0.091690839
Q7L2J0,MEPCE,0.18830182,0.620668009,0.635725103
Q9NR22,PRMT8,0.71087806,0.661021474,0.430007586
Q9NQ55,PPAN,0.27741418,0.536115759,0.101931242
P07602,PSAP,0.014971348,0.069908985,0.244668474
Q9NR33,POLE4,0.324386527,0.762758973,0.807032065
Q9NS91,RAD18,0.364328852,0.168463872,0.029620426
Q9NYU2,UGGT1,0.323299135,0.578664604,0.182830547
Q9NQT4,EXOSC5,0.157285764,0.879494957,0.016305755
Q969W9,PMEPA1,0.863086554,0.587412424,0.045940847
Q96A33,CCDC47,0.738327928,0.836836419,0.637543116
Q9GZR7,DDX24,0.622859095,0.473748211,0.837682865
Q9NQC3,RTN4,0.923081705,0.526050458,0.088226877
Q9HCE7,SMURF1,0.658070586,0.105731964,0.329061672
Q969X5,ERGIC1,0.234905792,0.019536472,0.302472537
Q9GZX7,AICDA,0.228937322,0.792910682,0.821882594
Q9HD23,MRS2,0.288000999,0.695217193,0.947909316
Q8WXI9,GATAD2B,0.332177334,0.92612263,0.52748343
Q8N1G4,LRRC47,0.237597229,0.83631893,0.830534771
Q9BTC8,MTA3,0.479778337,0.266395175,0.740168418
Q9HAV4,XPO5,0.397919929,0.257695588,0.375266015
Q9P253,VPS18,0.990013141,0.023170508,0.907637495
Q63HN8,RNF213,0.035280759,0.602656105,0.739971032
Q9HCK8,CHD8,0.380468499,0.194149553,0.920656367
Q8N163,CCAR2,0.825890415,0.070027474,0.092908622
P68133,ACTA1,0.969595005,0.798202257,0.57035148
Q96QR8,PURB,0.196079898,0.518489911,0.766109063
P28288,ABCD3,0.948173731,0.585354301,0.707551354
P47897,QARS,0.23805669,0.785366306,0.539499234
P62820,RAB1A,0.085922362,0.215554046,0.035239175
P54727,RAD23B,0.230094048,0.936402433,0.295417402
O43502,RAD51C,0.834831885,0.119687689,0.181442723
O75771,RAD51D,0.473439487,0.25409991,0.233769673
P46060,RANGAP1,0.850794078,0.041270078,0.699966667
P54136,RARS,0.124407525,0.892990276,0.680081519
Q09028,RBBP4,0.527968108,0.570409678,0.488541904
Q7Z6E9,RBBP6,0.311942289,0.857055381,0.502160335
Q16576,RBBP7,0.990060953,0.916472977,0.50323044
P28749,RBL1,0.352828439,0.505238998,0.583629868
Q9GZX5,ZNF350,0.534754334,0.52363928,0.034026075
Q15293,RCN1,0.786067781,0.760340272,0.610876896
Q14257,RCN2,0.058000842,0.543699986,0.060810157
P46063,RECQL,0.531642766,0.405423227,0.775150481
Q92785,DPF2,0.395592183,0.594164969,0.105548336
Q96A65,EXOC4,0.040091802,0.312877763,0.979396249
P25440,BRD2,0.378697882,0.888629937,0.0023578
P78317,RNF4,0.846137991,0.365973934,0.272054235
Q9Y252,RNF6,0.077288435,0.437982603,0.052247442
P13489,RNH1,0.812983567,0.003674979,0.419484454
P61009,SPCS3,0.887813961,0.714793512,0.767230713
Q96AY3,FKBP10,0.918401805,0.839581157,0.372599889
P15927,RPA2,0.214423283,0.581382852,0.446459878
Q02878,RPL6,0.21455183,0.444769449,0.141545131
P18124,RPL7,0.386683665,0.944061046,0.601856166
P62424,RPL7A,0.260291694,0.438992132,0.084497067
P62917,RPL8,0.588921228,0.396669911,0.543844731
P32969,RPL9,0.063199247,0.847347406,0.556989655
P27635,RPL10,0.200991886,0.897065021,0.226082507
P62913,RPL11,0.665518922,0.947307109,0.896508217
P30050,RPL12,0.196432789,0.063963483,0.674714895
P26373,RPL13,0.608023581,0.978021401,0.43958502
P18621,RPL17,0.409477275,0.229223475,0.284448275
Q07020,RPL18,0.240958609,0.589925554,0.784323485
P35268,RPL22,0.965443511,0.860054822,0.5966059
P83731,RPL24,0.522516202,0.370561428,0.869180386
P61254,RPL26,0.746757938,0.498083728,0.853287921
P61353,RPL27,0.423150725,0.671159053,0.904305494
P46776,RPL27A,0.420154334,0.538400715,0.375079846
P62899,RPL31,0.975450596,0.440913486,0.805875521
P62910,RPL32,0.466830988,0.720677152,0.131675415
P49207,RPL34,0.672250686,0.720700052,0.3192818
P18077,RPL35A,0.474523007,0.15337563,0.947003326
P04843,RPN1,0.19099325,0.163517245,0.400558939
P15880,RPS2,0.880377667,0.393981572,0.159875168
P23396,RPS3,0.17807376,0.477271674,0.282183415
P61247,RPS3A,0.747436125,0.614295899,0.173969966
P62701,RPS4X,0.437428266,0.500270288,0.721758877
P46782,RPS5,0.329963394,0.523683194,0.699062222
P62241,RPS8,0.128446928,0.240314035,0.075676256
P46781,RPS9,0.593616736,0.442922621,0.271361789
P62280,RPS11,0.942067916,0.613882442,0.687570508
P62277,RPS13,0.89220248,0.969117208,0.818893742
P62263,RPS14,0.359284954,0.170066922,0.046468572
P62841,RPS15,0.754426768,0.185073923,0.599945965
P62249,RPS16,0.850623055,0.503152466,0.756639882
P08708,RPS17,0.457374272,0.81691857,0.793776696
P62269,RPS18,0.896184033,0.071357234,0.57593106
P62266,RPS23,0.851693173,0.613945537,0.612090563
P62851,RPS25,0.506767558,0.216848881,0.660220338
P42677,RPS27,0.293800914,0.014742329,0.86464131
P62979,RPS27A,0.719379341,0.837505734,0.347260532
P31350,RRM2,0.19725531,0.195661057,0.404890651
P31151,S100A7,0.405629318,0.617614278,0.735389581
Q15424,SAFB,0.493682921,0.79342035,0.667015837
P49591,SARS,0.634119581,0.826860419,0.642899857
Q01826,SATB1,0.096795719,0.16123212,0.365356019
O00560,SDCBP,0.890745521,0.459072775,0.564823757
Q99470,SDF2,0.341667991,0.946724279,0.617012443
P31040,SDHA,0.761385053,0.361470829,0.125492598
Q9C0C9,UBE2O,0.218372298,0.115166202,0.338511353
P55735,SEC13,0.315969649,0.183706027,0.289165231
Q9UBV2,SEL1L,0.909788317,0.118205315,0.312304719
Q9H4A6,GOLPH3,0.188380517,0.211264168,0.233244975
Q9HCC0,MCCC2,0.6627098,0.147354736,0.883370536
Q9BPX3,NCAPG,0.162072734,0.78706734,0.650333148
Q01105,SET,0.934578573,0.327137957,0.783663659
Q53H47,SETMAR,0.406658939,0.305241677,0.189028689
P23246,SFPQ,0.439449348,0.624716144,0.130369904
Q7RTU7,SCX,0.095869516,0.291019496,0.076617198
P84103,SRSF3,0.41609617,0.718107136,0.138731054
Q9C0E2,XPO4,0.650007601,0.025130348,0.726293468
Q9H1A4,ANAPC1,0.601338304,0.509759128,0.135028971
Q13087,PDIA2,0.171259825,0.133344572,0.583133467
Q9H3P7,ACBD3,0.68141746,0.504820757,0.753277211
Q9HAU4,SMURF2,0.495585906,0.728583159,0.68173673
Q9H7B4,SMYD3,0.247504809,0.006479346,0.910889936
Q9HAF1,MEAF6,0.516623937,0.695667082,0.54217978
Q8TC07,TBC1D15,0.131604252,0.904283454,0.120438553
Q9HAN9,NMNAT1,0.536859342,0.291878796,0.766395729
P82933,MRPS9,0.53932194,0.643848878,0.949908078
Q9Y3B7,MRPL11,0.255702886,0.100167513,0.282566332
Q86XZ4,SPATS2,0.847887661,0.270186217,0.7600017
Q6NSJ2,PHLDB3,0.473674485,0.072410872,0.101407416
P51531,SMARCA2,0.426135416,0.486034781,0.337006928
Q14527,HLTF,0.038365141,0.58738936,0.805397113
Q8TAQ2,SMARCC2,0.960745345,0.785237244,0.131464533
P08621,SNRNP70,0.103309561,0.281996136,0.465818828
P09012,SNRPA,0.116921564,0.293802944,0.150035536
P09234,SNRPC,0.497130143,0.32901021,0.976905811
P62304,SNRPE,0.889124671,0.334313491,0.045233399
P62306,SNRPF,0.995837493,0.695312769,0.029080521
P62308,SNRPG,0.967446129,0.470551025,0.633607088
Q06945,SOX4,0.87059594,0.686161771,0.340634025
P17947,SPI1,0.83590738,0.487883881,0.31182152
Q01082,SPTBN1,0.463031167,0.147038393,0.879825521
P49458,SRP9,0.724154287,0.212228491,0.336999705
P61011,SRP54,0.063150241,0.898943237,0.353159346
Q04837,SSBP1,0.180383327,0.523025025,0.453317871
P51571,SSR4,0.453291516,0.8669381,0.457653002
Q08945,SSRP1,0.21730351,0.305277064,0.532318399
P40763,STAT3,0.544466426,0.582418932,0.650910842
P48723,HSPA13,0.866305447,0.650595626,0.027475495
O15260,SURF4,0.096725722,0.091379968,0.327442476
O43463,SUV39H1,0.257744261,0.498755355,0.345436019
Q10589,BST2,0.517223125,0.071961095,0.490083161
O75478,TADA2A,0.964067824,0.313382468,0.350806622
O43318,MAP3K7,0.379230752,0.984661132,0.929190227
P20290,BTF3,0.346279558,0.870163567,0.767847364
P26639,TARS,0.946091069,0.416696376,0.557398415
P17987,TCP1,0.252989375,0.27014416,0.47199596
P54274,TERF1,0.441684744,0.252556913,0.126569947
Q92754,TFAP2C,0.317798707,0.993918457,0.201635942
P02786,TFRC,0.155566649,0.629595219,0.000589686
P04216,THY1,0.752334378,0.421922586,0.486609686
Q04725,TLE2,0.354049747,0.85198588,0.964531371
Q99442,SEC62,0.804557986,0.020574596,0.948582181
P41732,TSPAN7,0.616076703,0.91620018,0.192390765
P42167,TMPO,0.065262558,0.988804798,0.103603036
P21580,TNFAIP3,0.509773645,0.162866744,0.865319919
P11388,TOP2A,0.022721039,0.637375041,0.662072227
Q12888,TP53BP1,0.011451244,0.725126951,0.796020389
P60174,TPI1,0.372657818,0.615087822,0.266740019
P14625,HSP90B1,0.015328202,0.513039869,0.719081719
Q13114,TRAF3,0.262460194,0.521937839,0.499305817
O00463,TRAF5,0.922139847,0.550527112,0.036447984
P63267,ACTG2,0.634533365,0.332944462,0.801562065
P49368,CCT3,0.369840374,0.812308086,0.870514665
Q9UHF7,TRPS1,0.687470374,0.644397551,0.483046542
Q9H0U9,TSPYL1,0.689216894,0.460925916,0.823181501
Q99615,DNAJC7,0.098464615,0.639542095,0.251196232
P49411,TUFM,0.333110146,0.262978937,0.58319949
O75386,TULP3,0.054139741,0.722525725,0.800621101
P10599,TXN,0.011578349,0.900330662,0.343071081
Q01081,U2AF1,0.209915904,0.996556144,0.429051625
P49459,UBE2A,0.735496275,0.027432173,0.352840651
P51965,UBE2E1,0.100445682,0.562950779,0.103529407
Q05086,UBE3A,0.075238528,0.334773064,0.521113277
P17480,UBTF,0.471865303,0.979334686,0.058669169
Q16831,UPP1,0.904610195,0.832824357,0.043014659
P55072,VCP,0.271474914,0.707278011,0.648183435
P45880,VDAC2,0.763792088,0.410708944,0.292876662
Q9Y277,VDAC3,0.191812886,0.47459271,0.510172394
P04275,VWF,0.207391177,0.813966525,0.369161444
O96028,WHSC1,0.451405772,0.717565019,0.445794296
Q14191,WRN,0.142780442,0.569003231,0.356127985
P23025,XPA,0.762306476,0.159717605,0.777660456
P07947,YES1,0.97977315,0.749929112,0.348000804
P43403,ZAP70,0.189894208,0.81587725,0.954249161
Q15637,SF1,0.229223148,0.167745196,0.107092034
O75534,CSDE1,0.064666042,0.585966907,0.142503881
P51398,DAP3,0.086020319,0.571447175,0.789833631
Q8TCU4,ALMS1,0.359050895,0.560842544,0.872988733
Q13724,MOGS,0.797865279,0.469802568,0.138643998
P27708,CAD,0.45736456,0.502462267,0.239218914
Q00765,REEP5,0.785747415,0.385214675,0.955147747
Q9BZE9,ASPSCR1,0.569593125,0.4557981,0.194210653
Q9BVC5,C2orf49,0.509533972,0.420647445,0.906943137
Q9BQA1,WDR77,0.57701613,0.552863997,0.018225795
P51649,ALDH5A1,0.041307256,0.053127347,0.667116736
Q9UGY1,NOL12,0.093776865,0.27486884,0.501830095
P46379,BAG6,0.736739858,0.209664234,0.537421834
Q9BTD8,RBM42,0.664531967,0.43701627,0.409320125
Q9BTV4,TMEM43,0.884063959,0.841093907,0.731530825
Q13838,DDX39B,0.357815969,0.590028693,0.87307753
Q86W42,THOC6,0.214852603,0.351128823,0.025893275
Q8NBJ5,COLGALT1,0.946579531,0.287208304,0.671645705
Q8TEX9,IPO4,0.539089456,0.284282846,0.847738816
Q9BZK7,TBL1XR1,0.048852657,0.604333083,0.356289568
Q9H9H4,VPS37B,0.012696841,0.559713952,0.805064833
Q96I59,NARS2,0.430843144,0.110099177,0.76391989
Q9H840,GEMIN7,0.15557315,0.805005557,0.133758324
Q8WXD5,GEMIN6,0.630761649,0.24887218,0.4837465
Q8N684,CPSF7,0.557865424,0.165344943,0.811223673
Q9BW27,NUP85,0.544752546,0.782549548,0.213536262
Q15059,BRD3,0.839591516,0.148092845,0.967798783
Q96NY9,MUS81,0.561650065,0.915441721,0.156676237
Q9H7D7,WDR26,0.435420037,0.824724948,0.986354548
Q9BZQ6,EDEM3,0.21595241,0.987189651,0.589015246
Q9HAV7,GRPEL1,0.736654847,0.386383792,0.239859012
Q8NFF5,FLAD1,0.530895131,0.478738899,0.425495336
Q8TEB1,DCAF11,0.102879299,0.528948813,0.074475958
Q9GZS3,WDR61,0.382305892,0.907849033,0.380117652
O43169,CYB5B,0.066100362,0.762875602,0.08025587
Q15773,MLF2,0.364360589,0.720429324,0.143327727
Q96JP5,ZFP91,0.279871136,0.49224524,0.862086561
O95619,YEATS4,0.777757465,0.190478533,0.569945549
O14519,CDK2AP1,0.568954604,0.08947157,0.621414723
P39687,ANP32A,0.162529449,0.900924462,0.883312817
O43852,CALU,0.649107777,0.176000938,0.545316046
Q8TCT9,HM13,0.109506621,0.888541196,0.070256913
Q8NBS9,TXNDC5,0.819448268,0.410759295,0.86484293
Q9BTT0,ANP32E,0.13327567,0.999310945,0.228885347
Q7Z2T5,TRMT1L,0.925015935,0.124011464,0.00347557
Q13557,CAMK2D,0.359440573,0.97757632,0.327044354
Q15428,SF3A2,0.209031224,0.352722178,0.474589307
Q9GZT3,SLIRP,0.379604853,0.554429342,0.668113858
Q96EE3,SEH1L,0.523381496,0.860555351,0.054885946
Q13112,CHAF1B,0.555878933,0.837432198,0.73215395
P07384,CAPN1,0.431037758,0.209992558,0.576927306
P51784,USP11,0.019313195,0.233410435,0.849274069
P11441,UBL4A,0.469872249,0.414160217,0.350232962
O14497,ARID1A,0.285368744,0.447549114,0.113778382
P52907,CAPZA1,0.971682491,0.662116675,0.681922755
Q9Y4A5,TRRAP,0.658427808,0.615568,0.95679186
P47756,CAPZB,0.364792857,0.531478105,0.173470128
Q9BU89,DOHH,0.098428024,0.658957451,0.485653265
P58107,EPPK1,0.581394041,0.029957072,0.670361593
Q96J02,ITCH,0.056977199,0.00451722,0.56668642
Q96T68,SETDB2,0.578070208,0.808801785,0.63556938
Q5T9A4,ATAD3B,0.768652631,0.041776066,0.292723482
Q9BWT1,CDCA7,0.356684535,0.034538856,0.289729181
Q9H0U3,MAGT1,0.918659644,0.105196475,0.655982126
Q8N2S1,LTBP4,0.314931056,0.683769834,0.751157315
Q9BUT9,FAM195A,0.872672403,0.485932775,0.37781075
Q96ME7,ZNF512,0.387143728,0.717540526,0.844750807
Q8IY92,SLX4,0.053680399,0.587971738,0.076240084
Q13620,CUL4B,0.644911994,0.857560045,0.579833267
Q13618,CUL3,0.425480281,0.769778701,0.210046386
Q13617,CUL2,0.917739576,0.993675935,0.6099799
Q9H492,MAP1LC3A,0.831846637,0.465932498,0.861496669
Q8N5A5,ZGPAT,0.347691643,0.818380203,0.037639966
O60264,SMARCA5,0.434927924,0.344424711,0.209016271
O94875,SORBS2,0.115345647,0.205725683,0.965259526
O14654,IRS4,0.373794011,0.939201293,0.10518858
O15294,OGT,0.7031991,0.267885129,0.623661228
O14893,GEMIN2,0.429371593,0.463502329,0.801971622
Q96I25,RBM17,0.519317053,0.140088582,0.528883734
P78357,CNTNAP1,0.229848911,0.919009329,0.229614837
Q9BPW8,NIPSNAP1,0.539928101,0.575335408,0.552522257
O14929,HAT1,0.687054532,0.351997802,0.710589516
Q9UNS2,COPS3,0.142058626,0.71588638,0.816071429
O00257,CBX4,0.354886167,0.501726527,0.942222023
Q9C035,TRIM5,0.917578626,0.320696488,0.144600974
O00116,AGPS,0.892687617,0.172640876,0.060226237
Q13769,THOC5,0.069759931,0.015238848,0.749862256
O96019,ACTL6A,0.873253368,0.878661994,0.645469262
Q9Y265,RUVBL1,0.430895333,0.135951174,0.89447118
Q01196,RUNX1,0.207616275,0.871847123,0.346028244
Q13951,CBFB,0.275126502,0.498680041,0.734583823
Q14152,EIF3A,0.495194369,0.890181583,0.515477748
P55884,EIF3B,0.08790601,0.920632177,0.866642008
Q99613,EIF3C,0.092812922,0.327010442,0.000533903
O00303,EIF3F,0.135467586,0.577127544,0.833661574
O15372,EIF3H,0.695340725,0.337247241,0.587218393
Q13347,EIF3I,0.296126484,0.063847221,0.420012699
P22681,CBL,0.49094669,0.916003783,0.877456224
Q13242,SRSF9,0.36888358,0.972239675,0.403319082
Q9UJX2,CDC23,0.45592237,0.562543157,0.503880228
P12814,ACTN1,0.472916565,0.006035348,0.906356676
P50454,SERPINH1,0.390039251,0.775463084,0.861151517
O75530,EED,0.661806458,0.332241986,0.407904637
P16152,CBR1,0.231599402,0.678013268,0.945435947
Q9P2R7,SUCLA2,0.719597719,0.412289489,0.684192759
P17152,TMEM11,0.839515747,0.584676016,0.657839571
O15379,HDAC3,0.006439625,0.278143216,0.461532473
Q8IZ07,ANKRD13A,0.834459413,0.75328493,0.932881192
Q14155,ARHGEF7,0.570242108,0.907014938,0.240966583
Q13501,SQSTM1,0.57071404,0.548820737,0.037225729
O95470,SGPL1,0.267677321,0.407622582,0.754932426
Q9NVP1,DDX18,0.588992304,0.844125812,0.791543938
Q13523,PRPF4B,0.464754507,0.197087789,0.258540549
O95714,HERC2,0.184475445,0.718086922,0.267850513
Q92522,H1FX,0.887237043,0.093085485,0.420744537
O15460,P4HA2,0.693260708,0.697444047,0.870332617
Q9H7P6,MVB12B,0.584486288,0.221084217,0.926867896
Q9UGP4,LIMD1,0.16891857,0.530567201,0.977840678
Q53T94,TAF1B,0.984121824,0.546806829,0.270612396
Q15573,TAF1A,0.339462748,0.325310617,0.078432272
Q8IYS2,KIAA2013,0.438815651,0.661007517,0.494585634
O76064,RNF8,0.775697546,0.746702005,0.10940509
Q9UIG0,BAZ1B,0.629531828,0.176018042,0.92064179
Q9BV29,C15orf57,0.347976118,0.829784002,0.855818495
Q8IV48,ERI1,0.284342164,0.427608844,0.634837877
Q6UWE0,LRSAM1,0.348108103,0.609121754,0.7915951
P78369,CLDN10,0.278042164,0.235839269,0.080285251
Q9BRQ0,PYGO2,0.244141456,0.95370075,0.09816955
P40227,CCT6A,0.717602894,0.826060268,0.98336165
Q86T03,TMEM55B,0.522625791,0.556942292,0.301558062
Q13330,MTA1,0.609574032,0.220758269,0.15117726
O43172,PRPF4,0.759405379,0.405367078,0.255924153
Q5T8D3,ACBD5,0.415434521,0.558271985,0.113915613
O14964,HGS,0.053687695,0.150038635,0.743573327
Q9NR30,DDX21,0.1055087,0.663147657,0.805297411
O94776,MTA2,0.919750985,0.115191735,0.244641282
Q14978,NOLC1,0.868620665,0.121769888,0.386015733
Q969Z0,TBRG4,0.033279762,0.468154465,0.569223926
Q12904,AIMP1,0.033198411,0.943285632,0.440910302
Q7L9L4,MOB1B,0.506463688,0.741279573,0.674027162
Q3ZCQ8,TIMM50,0.190788961,0.235640656,0.672049314
Q05519,SRSF11,0.87227374,0.130259337,0.685475815
P61201,COPS2,0.712376103,0.419563394,0.763970483
Q15645,TRIP13,0.282937179,0.157581083,0.990393562
Q8N4V1,MMGT1,0.716129516,0.266653418,0.123448321
P62829,RPL23,0.103603692,0.804860599,0.765269057
O94813,SLIT2,0.749521594,0.631494097,0.335432888
O14745,SLC9A3R1,0.932884812,0.258538643,0.373519336
Q9Y263,PLAA,0.970674403,0.73171505,0.181325223
P20674,COX5A,0.530221953,0.87438554,0.543448828
O76071,CIAO1,0.489409668,0.833745548,0.09270165
O60551,NMT2,0.140912508,0.939115023,0.897119205
O95218,ZRANB2,0.765308289,0.824697994,0.755174795
Q96DI7,SNRNP40,0.994794398,0.979723307,0.570418738
Q9Y5B6,PAXBP1,0.773631202,0.291169214,0.4550311
Q15052,ARHGEF6,0.458106232,0.278273421,0.936828991
Q9UJF2,RASAL2,0.503858595,0.116985626,0.197885044
O43324,EEF1E1,0.371966586,0.294566542,0.142239722
O95817,BAG3,0.004532222,0.780550863,0.84974932
O95816,BAG2,0.54160374,0.928400852,0.98100268
Q14498,RBM39,0.146936766,0.63511956,0.903044502
P13667,PDIA4,0.349844245,0.139139019,0.544943772
Q9UBF6,RNF7,0.961496714,0.156536731,0.937243805
Q8TF40,FNIP1,0.297863423,0.426931187,0.226101875
P13987,CD59,0.208732352,0.418878831,0.798956855
P08962,CD63,0.5385534,0.695430087,0.759167829
Q8N1F7,NUP93,0.277516127,0.970561092,0.392925051
Q86XR8,CEP57,0.434380731,0.311561589,0.729662611
Q9UKV0,HDAC9,0.804176119,0.7391034,0.857681451
O15047,SETD1A,0.519784501,0.954096829,0.972189027
P56524,HDAC4,0.867318232,0.830955042,0.307537034
P38919,EIF4A3,0.30311326,0.612075085,0.455302278
Q15005,SPCS2,0.566992487,0.669997416,0.919466073
Q5SW79,CEP170,0.146286714,0.106636531,0.602235782
Q15047,SETDB1,0.52031398,0.020749322,0.712884895
Q99459,CDC5L,0.592990938,0.069410642,0.495389879
Q96HA1,POM121,0.345937255,0.281638037,0.295495599
Q9Y4C8,RBM19,0.195137481,0.128462395,0.821770066
Q9UN86,G3BP2,0.668099309,0.391972995,0.322071816
Q15021,NCAPD2,0.766865498,0.960353312,0.324405538
O15027,SEC16A,0.945928181,0.86187245,0.711474617
Q8N5U6,RNF10,0.492133825,0.422947329,0.409082736
O95140,MFN2,0.26316097,0.503829109,0.567716403
Q15397,PUM3,0.833849644,0.518396799,0.450875114
Q9Y5S9,RBM8A,0.263256807,0.48789397,0.530028841
P30260,CDC27,0.066593419,0.458341824,0.298262082
Q9Y2W1,THRAP3,0.524037302,0.900910075,0.838809056
P49427,CDC34,0.4229092,0.514171176,0.071880387
Q96FV9,THOC1,0.860128987,0.829300383,0.367453623
O14979,HNRNPDL,0.903003747,0.906794472,0.821789407
Q96QK1,VPS35,0.938357398,0.00461665,0.261093051
Q14671,PUM1,0.6507208,0.844862225,0.929561923
Q99081,TCF12,0.313299537,0.090304274,0.268325582
P07737,PFN1,0.858323209,0.157378033,0.810405669
Q96B26,EXOSC8,0.784956378,0.617134097,0.494001808
P14618,PKM,0.160972316,0.942225259,0.81068307
Q8ND90,PNMA1,0.789508367,0.696931852,0.125643299
Q93074,MED12,0.946428794,0.850234551,0.04549
Q9UHV7,MED13,0.647241351,0.243313615,0.780987676
O14639,ABLIM1,0.32271597,0.331359933,0.406232163
O43889,CREB3,0.1262332,0.026091412,0.029067526
Q06547,GABPB1,0.352843297,0.999137989,0.143903956
Q08379,GOLGA2,0.895054924,0.603906683,0.481210075
Q8N6Y0,USHBP1,0.594870183,0.956694453,0.64273171
P24278,ZBTB25,0.403181005,0.753003336,0.070546357
O14641,DVL2,0.416719625,0.528514683,0.340041831
P43364,MAGEA11,0.527494562,0.444224275,0.535794503
Q8N5I3,KCNRG,0.369064084,0.06682286,0.775348721
Q15654,TRIP6,0.866175117,0.369190263,0.423286718
P51116,FXR2,0.497876297,0.032313769,0.553721316
Q9UJ41,RABGEF1,0.858032547,0.032256286,0.236314227
Q93062,RBPMS,0.140367771,0.67260583,0.395655571
Q92997,DVL3,0.912873488,0.2119239,0.911431895
O75410,TACC1,0.017431996,0.097450998,0.930171224
Q8WYJ6,1-Sep,0.064113697,0.851519079,0.86461111
P02511,CRYAB,0.931994649,0.360619766,0.177359036
O14503,BHLHE40,0.501871926,0.147118338,0.64577624
P20338,RAB4A,0.045146219,0.564141305,0.99028044
Q9UJC3,HOOK1,0.047548603,0.851974549,0.927311297
O75489,NDUFS3,0.00882128,0.506207834,0.538539394
P51617,IRAK1,0.139938928,0.692068573,0.441455042
Q13126,MTAP,0.665386415,0.621652945,0.724456013
P50222,MEOX2,0.827269093,0.529044599,0.061443563
Q9BRK4,LZTS2,0.946970853,0.495929659,0.796129275
Q6P1W5,C1orf94,0.141322247,0.489267939,0.213460346
Q6IBW4,NCAPH2,0.870452369,0.71376933,0.656127725
Q14061,COX17,0.843860157,0.044503099,0.042604496
Q9NZF1,PLAC8,0.545817508,0.135418612,0.48289628
O75525,KHDRBS3,0.133103027,0.443224897,0.748984606
Q9P1Z2,CALCOCO1,0.182628845,0.701762069,0.133647255
Q7LBR1,CHMP1B,0.19555949,0.656005452,0.861025042
P10746,UROS,0.63676506,0.709330676,0.301396071
Q8NHQ1,CEP70,0.298890246,0.255563652,0.851957375
Q96T21,SECISBP2,0.732651572,0.723737971,0.69503228
Q8N5R6,CCDC33,0.477493405,0.617936295,0.214785183
P43360,MAGEA6,0.391273635,0.550686726,0.97543924
Q9BXR0,QTRT1,0.336316159,0.734979354,0.813647668
O75608,LYPLA1,0.748809089,0.007602628,0.080815818
Q96FZ7,CHMP6,0.745769397,0.265153098,0.844791844
Q9UL40,ZNF346,0.722591978,0.272659861,0.042326524
Q8N448,LNX2,0.35919087,0.225100653,0.33677503
Q9Y2D8,SSX2IP,0.519925994,0.809460931,0.189954958
Q9Y5P4,COL4A3BP,0.816133192,0.08336354,0.431597967
P35520,CBS,0.961916989,0.539909018,0.949460061
P81877,SSBP2,0.974312961,0.50453018,0.097339234
Q8N9N5,BANP,0.921355242,0.700096655,0.665218698
Q9H190,SDCBP2,0.264079506,0.400099105,0.238440701
P43365,MAGEA12,0.720219228,0.076149183,0.48195162
O43186,CRX,0.448242837,0.552418241,0.614495891
Q9Y6X0,SETBP1,0.888316118,0.9214098,0.498201617
Q6NT76,HMBOX1,0.357584151,0.183768633,0.156112022
Q9H898,ZMAT4,0.620676629,0.275236002,0.519107918
Q8NF50,DOCK8,0.442435109,0.015521696,0.571249093
Q96IK5,GMCL1,0.314291664,0.767533248,0.596600545
Q96MC5,C16orf45,0.202111966,0.762334797,0.98427014
Q9H2G9,BLZF1,0.074005298,0.928941822,0.985643167
Q8TD10,MIPOL1,0.365895901,0.40591873,0.487247131
P0C7W6,CCDC172,0.810730606,0.705941242,0.90716145
